genomicGC	genomicLen	NCBI_bioProjectAccession	habitat	disease	io.gc	io.at	z4s.gc.le	z4s.gc.la	z4s.at.le	z4s.at.la	zaa.1s.gc.le	zaa.1s.gc.la	zaa.1s.at.le	zaa.1s.at.la	habitatGold	habitatImg	hostassociated	GCgroups	SizeGenomic	intra
NC_009698	28.18	3760560	PRJNA58931	Multiple	Botulism	0.211898311270828	0.0919267262655624	-0.645147343306646	-0.24749586250237	-0.192986666751955	0.00489139991404222	3.14739524688657	2.81930726063288	1.11206093711196	1.42806091556498	Host-associated	Host-associated	N	[16.6,37.5]	(3.13e+06,4.58e+06]	N
NC_010410	39.38	3936291	PRJNA61637	Aquatic	Nosocomial infections, nosocomial pneumonia	0.0563494344157371	0.00247138763630632	-0.10713294032836	-0.250070540998842	-0.372235326188589	-0.411017618918602	0.807426257050577	1.03104780623422	1.06544666493063	1.11192149822282	Environmental	Host-associated	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_010382	37.29	4639821	PRJNA58945	Specialized	Larvicidal toxin	0.0621401801392541	0.0229305193436081	-0.0421612024057846	-0.0344475098348066	-0.0145399355760853	0.0496898728777593	1.04291442793964	1.15611141645465	0.728349278554943	0.722452170459221	Environmental	Environmental	N	[16.6,37.5]	(4.58e+06,1.3e+07]	N
NC_010842	38.89	3603977	PRJNA58511	Multiple	NA	0.0312265713538488	-0.00821592442645074	-0.28862788410452	-0.33916986985894	-0.0253002687534695	0.0427599172657387	1.10712312378981	1.13097161008743	0.605097498589195	0.51502550186555	Environmental	Environmental	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_010407	72.56	3258645	PRJNA61577	Multiple	Wilt and Tuber Rot, Ring Rot	-0.00590473691116651	-0.00390146340089297	-0.363400946893285	-0.37850144317005	0.0599568189520342	0.178293817881299	1.09910141620734	1.02489263344344	-0.00716183618560332	-0.21447401321041	Host-associated	Host-associated	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_016785	53.59	2433326	PRJNA84295	Multiple	Diphtheria	0.0459234871632973	-0.0039730971980576	-0.361101992068508	-0.491719940677393	-0.355037643849946	-0.206293471316779	1.1024565471101	1.18071652397615	0.775388652633756	0.494283859796567	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_013941	50.52	5386352	PRJNA46655	NA	NA	0.0393627702536871	-0.00455995530162392	0.21457504718543	0.211366809958835	-0.530116591845836	-0.41177534646359	0.763762512095416	0.803571007494641	1.1256174974333	0.956755885255071	Host-associated	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_000911	47.72	3573470	PRJNA57659	Aquatic	NA	0.00521573426860621	0.00713871111211621	-0.381442531164665	-0.361268287004752	-0.446674811284648	-0.422241391790124	1.2617911675668	1.27759171503729	0.952946849132233	0.998575352015862	Environmental	NA	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_015673	57.09	2601311	PRJNA50555	NA	NA	0.0349044041173783	-0.00303378474329017	-0.221219417219914	-0.263464216470262	-0.379888085554605	-0.249176423851867	1.16183132106889	1.12713414095202	0.918257007845876	0.773395388360232	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_015167	32.11	3765936	PRJNA63401	NA	NA	0.0528768523249872	-0.0227362842470721	0.0157521000128564	-0.518326776441285	-0.0600466166719535	-0.319313592488703	1.46532233652424	1.98472377803157	1.23156695081876	1.57814337054572	Environmental	Environmental	N	[16.6,37.5]	(3.13e+06,4.58e+06]	N
NC_016610	46.98	3405521	PRJNA83157	HostAssociated	Periodontitis	0.023454640678302	-0.00945433072319171	0.12688363298233	0.104113364579131	-0.127052673975208	0.0157508056516751	0.963533527480568	1.05975053374596	0.877763955003159	0.690839529148529	Host-associated	Host-associated	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_008343	59.07	2708355	PRJNA58661	Multiple	Chronic granulomatous disease	0.046889119448442	-0.0318143140777158	0.0939955439641319	-0.00704781934387469	-0.602882627150845	-0.334211514996403	0.843860611797494	0.89248040688776	0.91752809592461	0.510079553368893	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_016751	29.16	2231407	PRJNA81629	NA	NA	0.072849782005549	0.012035867845212	0.0358717466336543	-0.302085215664818	0.198970049157891	0.187945035662566	2.07309703691704	2.65256958551924	0.841287165095565	0.923583956811357	Environmental	Environmental	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_015520	43.45	3135972	PRJNA66917	NA	NA	0.116364117555066	0.0466591874643665	-0.287044594893643	0.0287643179824305	-0.356664895707821	0.10935089101273	1.73359956595103	1.76757834755289	0.98524526499969	0.915231003757189	Environmental	Environmental	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_010939	41.21	2331981	PRJNA59231	HostAssociated	Fibrinous and necrotizing pleuropneumonia	0.0453754419388522	0.0118352290193667	0.233404338147356	0.205818818905139	-0.429155104606363	-0.34408124647498	0.702784965958175	0.826246887171418	1.16708152742827	1.12528806567877	Environmental	Host-associated	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_011830	47.54	5279134	PRJNA57749	Specialized	NA	0.0826968367582544	0.0184706549832945	-0.391909924666776	-0.246502110121077	-0.526833643578419	-0.481292960626502	1.60822994043157	1.50463908068803	1.10674195794194	1.1281885651257	NA	Engineered	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_008740	57.27	4326849	PRJNA59419	Aquatic	NA	0.03866900007192	-0.0274841437632135	-0.0800544873959852	-0.0328255235628288	-0.508873568700958	-0.388898797572551	1.30708553777263	1.23645069861029	1.0571826503458	0.785414812548065	NA	Environmental	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_005773	58.02	5928787	PRJNA58099	Multiple	Plant rot	0.0276460738290975	-0.0258287066403438	-0.0593439857732229	0.00466721408962288	-0.656015241529581	-0.426247371397448	1.05481086805716	0.982350996186501	1.12613047373684	0.806806305042377	Host-associated	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_006449	39.08	1796226	PRJNA58221	Multiple	NA	0.0813817690085439	-0.00588657291390273	-0.558809289992108	-0.717088920033308	-0.548058557324891	-0.516903410045216	1.3182146886958	1.62338231492004	1.37313880815651	1.32559483312945	NA	Engineered	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_002935	53.48	2488635	PRJNA57691	Multiple	Diphtheria	0.0442154367157451	-0.0177439149110247	-0.353472029386922	-0.484959601542873	-0.306571072982834	-0.248738701332819	1.09577373379298	1.18114757360211	0.792884627581381	0.517472239597019	Environmental	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_013508	59.73	3760463	PRJNA41819	Multiple	Systemic disease in fish, occassional gastroenteritis, septicemia, and wound infections in humans	0.0553161412151933	-0.0341856238641349	0.193897418467056	0.0359718476268027	-0.553310081089911	-0.296141642585573	0.764432432660533	0.900328031996281	0.958975379295072	0.578783890013725	Host-associated	Host-associated	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_009434	63.88	4567418	PRJNA58641	HostAssociated	NA	0.0302286472931111	-0.0283687943262411	-0.137428069081234	-0.150226585205618	-0.598025259656794	-0.277257016052527	1.17341685552394	1.10639816462378	0.988863154478918	0.527849789963063	Host-associated	Host-associated	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_013416	44.55	2105744	PRJNA41333	NA	NA	0.0337010873878879	-0.00386642336697845	-0.0767577980074424	-0.0791487647852851	-0.519741152372288	-0.404395246834319	0.949543925238736	1.08286801610098	1.24568611269961	1.09070618662189	Host-associated	Host-associated	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_015914	38.15	6221273	PRJNA71485	NA	NA	0.0663473197568051	-0.00944011460705389	-0.411997736656539	-0.395750581113835	-0.101494250120779	-0.0460126719280165	1.83408124613434	1.96057367549213	0.94553264686319	0.950160909111776	Host-associated	Host-associated	N	(37.5,47.3]	(4.58e+06,1.3e+07]	N
NC_003413	40.77	1908256	PRJNA57873	Aquatic	NA	-0.0131370879455054	-0.0265444845981759	-0.149434020725064	-0.466204464996107	0.0762028819026521	0.146226727053217	3.17934988174338	3.09141662241761	0.665321674969254	0.452185699990969	Environmental	NA	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_012623	35.29	2812165	PRJNA58825	Specialized	None	0.00524283380365365	0.000828756215671618	-0.028077880296374	0.0279201473056277	0.042135562152744	0.0368646312049501	2.43209741278746	2.42761563444	0.616674042175843	0.656016030743309	Environmental	NA	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_012468	39.73	2184682	PRJNA59125	Multiple	Pneumonia	0.0953776984669579	0.00175561797752809	-0.590917572653608	-0.754666837129155	-0.350221308948638	-0.394990186050918	1.46982018285852	1.74337256975675	1.13562538552775	1.24892584927057	Engineered	Host-associated	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_016829	25.91	837480	PRJNA87003	NA	NA	-0.000784881965827447	0.0252153484729836	-0.463987252547058	-0.453596931817426	-0.161776316071678	-0.0632595738024474	1.08364182065126	1.07944497922164	1.31328147924095	1.3647562887445	Host-associated	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_014220	50.99	2405559	PRJNA49527	Specialized	NA	0.107215392838055	0.0192650365242702	-0.10772427150066	0.104090267003934	-0.35502093086181	-0.230491899243169	2.03967736854903	1.55397538762065	0.766634040345456	0.755652513712838	NA	Engineered	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_008463	66.29	6537637	PRJNA57977	Multiple	Opportunistic infections	0.030679395680786	-0.0264710547184774	-0.230976229857727	-0.269943333729542	-0.576734916681414	-0.19639905339676	1.31443068152062	1.2804085428825	0.88236138328123	0.371267661569978	Host-associated	Host-associated	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_011059	50.1	2512923	PRJNA58151	Aquatic	None	0.0904167030663056	-0.0735074222559324	-0.251279963856342	-0.214295445196003	-0.467635728929184	-0.166604476431152	1.11056976679426	1.18090941534543	1.07130017273586	0.617954406885482	NA	NA	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_005362	34.61	1992676	PRJNA58029	HostAssociated	NA	0.102692320429182	0.016464697393814	-0.483396480072458	-0.575585645600149	-0.344354964762146	-0.365328730117545	1.49329886007904	1.72838394075018	1.46445629088538	1.48474704296338	Host-associated	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_013364	50.62	5371077	PRJNA41023	NA	NA	0.0350748918924565	-0.00234929468326788	0.24763225918147	0.21716001198613	-0.523379883639626	-0.43298319760402	0.739536226202832	0.815431069666607	1.10602178984264	0.976731630253378	NA	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_008571	36.61	3798465	PRJNA58881	Multiple	NA	0.0528911135205787	-0.00999148405156786	-0.0257219082498682	-0.0430422424136695	-0.163902880452989	-0.219981597160833	1.48343389806726	1.6585246649431	1.18395246292289	1.29504486085684	NA	Environmental	N	[16.6,37.5]	(3.13e+06,4.58e+06]	N
NC_004368	35.63	2211485	PRJNA61585	HostAssociated	Neonatal GBS meningitis	0.104582591726889	0.0049672957008819	-0.396618386401136	-0.475208460718014	-0.321404874582511	-0.340245586738353	1.1511155482886	1.49187929814406	1.18766174434197	1.35522127380239	Host-associated	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_011566	43.29	5396476	PRJNA58745	Specialized	None	0.06600363518498	-0.0241351140713568	-0.170058347346381	-0.28076664266276	-0.349293615308332	-0.248157412923049	1.19507686793348	1.34467482395219	1.09493085175715	0.972257674308048	Host-associated	Environmental	N	(37.5,47.3]	(4.58e+06,1.3e+07]	N
NC_007406	62.05	3402093	PRJNA58295	Terrestrial	NA	0.019974485934831	-0.0217167363928774	-0.0635682173573713	-0.101907510891562	-0.4069982502553	-0.254569531766913	0.913040687361428	0.941958764291259	0.763904293515093	0.563166239315246	NA	NA	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_013642	46.14	1809823	PRJNA42777	Specialized	NA	0.0474922828580329	0.0303510160992346	-0.0661109376129788	0.166642881311639	-0.36866107306542	-0.0925017109455296	1.95496416133504	2.13193799193502	0.761272301965098	0.721194439834972	NA	Engineered	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_008533	39.71	2046115	PRJNA58581	Multiple	Pneumonia	0.101987222632932	0.00909077514696999	-0.639372843365246	-0.776271328432663	-0.391486704860042	-0.373430959233629	1.51158357552777	1.81459483133066	1.15282819091771	1.21804493919799	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_002937	63.14	3570858	PRJNA57645	Multiple	NA	0.0541039040885337	-0.0393611648118153	-0.374104950339967	-0.397589793241832	-0.514768710542367	-0.252933896019828	1.27430019109072	1.24676482377245	0.74739294225923	0.409504577843034	Environmental	Environmental	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_011978	46.94	1884562	PRJNA59065	Specialized	NA	0.0291145971816006	-0.00518828451882845	-0.000309407301817292	0.0932719778276779	-0.233907596537812	-0.134976216153479	2.11121593736212	2.0512218347643	0.691449013554247	0.565931265017785	NA	Environmental	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_002745	32.84	2814816	PRJNA57837	HostAssociated	Toxic-shock syndrome and staphylococcal scarlet fever	0.118734991091487	0.0555108456756133	0.136843350983583	0.0180921277645226	-0.153423917034713	0.115244409382917	0.775808440185967	1.18457585492384	1.13037339146573	1.00656289821892	Host-associated	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_017046	52.18	4876216	PRJNA158047	NA	NA	0.0422978726762609	-0.00703398263498883	0.202621449036193	0.165643929655894	-0.570135481305062	-0.471317023971679	0.752238751664007	0.836566726110131	1.10172297083693	0.950404827287886	NA	NA	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_002758	32.88	2878529	PRJNA57835	HostAssociated	Toxic-shock syndrome and staphylococcal scarlet fever	0.11791187926951	0.0505296320401445	0.141902763922511	0.0417840323615979	-0.137098701748298	0.0952185026649715	0.786636726235027	1.18558611532008	1.15257136273093	1.02099833033419	Host-associated	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_002947	61.52	6181863	PRJNA57843	Multiple	NA	0.0239215528773522	-0.0186587357694839	-0.110415310333656	-0.106612536496711	-0.624763741812972	-0.317062473981784	1.18610652271325	1.12787314978867	1.03724360787933	0.641491151769078	NA	Engineered	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_007793	32.75	2872769	PRJNA58555	HostAssociated	Septicemia, pneumonia	0.12433404480597	0.0567632408997357	0.121339753971944	0.0349659935869635	-0.159857675726287	0.117233559220261	0.794280072461694	1.21379349926125	1.14966778428263	1.00843596900657	Host-associated	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_005070	59.41	2434428	PRJNA61581	Aquatic	NA	0.0258125415156565	-0.0560587029814239	-0.0562356057760618	-0.10153914674732	-0.505324969808669	-0.394033258031604	0.917341298132526	1.1389900149545	0.879651407010962	0.595865063483984	Environmental	Environmental	N	(47.3,60.2]	(2.09e+06,3.13e+06]	N
NC_012924	41.11	2095898	PRJNA59323	Multiple	Meningitis, arthritis, pneumonia	0.0784696946645289	0.00287951991869591	-0.466031567400392	-0.599699853571031	-0.286210368444844	-0.215292561648135	1.37441724470828	1.65358780249139	1.04114318435792	0.990817272859614	NA	Host-associated	N	(37.5,47.3]	(2.09e+06,3.13e+06]	N
NC_015566	55.96	5443009	PRJNA67315	NA	NA	0.0397797647965056	-0.0238538374282788	0.152208514442995	0.134961241193702	-0.618911877927313	-0.508775486014131	0.84071326140632	0.880612114250603	1.12811797294832	0.864299294465197	Host-associated	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_011751	50.72	5202090	PRJNA62981	Multiple	Urinary tract infection	0.0378954904107031	-0.00446423826277357	0.205546168517922	0.202107874662872	-0.548952254776609	-0.434163421398775	0.775061063872441	0.804632193929902	1.13805740668778	0.944257491643026	Host-associated	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_016809	38.14	1981535	PRJNA86647	NA	NA	0.0437880753920253	-0.0151566003034005	-0.0338092063290229	-0.0380295511885452	-0.282706291321429	-0.273836544600535	0.885323661553384	1.02036832153054	1.09179417203089	1.03836537789781	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_007484	50.32	3481691	PRJNA58403	Aquatic	NA	0.0637288919731668	-0.0301797762404988	-0.197475650021426	-0.284073836403043	-0.397634280845028	-0.338762142090939	1.09488916804128	1.15444190840979	0.879856169066615	0.731023928591508	Engineered	Environmental	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_013170	50.91	1617804	PRJNA59041	NA	Caries and periodontal disease	0.0742789726256716	-0.0401016149519144	-0.114532115806651	-0.194543620186604	-0.49843402991637	-0.433540913027894	0.777792940721166	1.17564761326637	1.02677478536397	0.820427305604624	Host-associated	Host-associated	N	(47.3,60.2]	[1.39e+05,2.09e+06]	N
NC_002971	42.66	1995281	PRJNA57631	Multiple	Q fever	0.0423748653837149	-0.00451613848189395	-0.0996540465985992	-0.140898805994611	-0.417980932573041	-0.448319616299982	0.921341139020442	0.814323682329007	1.00484164425196	1.04619288859692	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	Y
NC_014972	58.93	3851869	PRJNA62265	Aquatic	NA	0.0217297520905357	-0.011974245338239	-0.334516990866263	-0.318700369825271	-0.411580446211017	-0.364720388233784	1.37139080048062	1.23197342195275	0.858808601495568	0.752570919573989	Environmental	Environmental	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_009725	46.48	3918589	PRJNA58271	Terrestrial	NA	0.0622511612475116	0.0529540558675001	0.0774780677899925	0.209237939708461	-0.287349830684361	0.144497174097571	0.899163171846245	0.893430012494521	0.895873496958417	0.647507199058658	Environmental	Environmental	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_009513	38.87	1999618	PRJNA58471	Multiple	NA	0.0847042026196536	0.0294129329520178	-0.100743464230855	-0.253912336367315	-0.340844724313607	-0.219768458656399	0.890879192126289	1.21341953694066	1.34848139341397	1.21927696673875	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_005042	36.44	1751080	PRJNA57995	Aquatic	NA	0.0294226551596457	-0.0544686029011496	-0.317169821481225	-0.436979207866459	-0.191536771399962	-0.173347850144419	1.38239934575886	1.53835604251726	0.834292047770855	0.840499039296713	Environmental	Environmental	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_010682	63.43	3942557	PRJNA58737	Multiple	NA	0.0199798208039053	-0.00665202384687794	-0.00529097441036056	0.0142664318630174	-0.483297479940981	-0.195494861431463	0.785292765828606	0.746635848502857	0.821468615189609	0.473763584707937	Environmental	Environmental	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_007350	33.24	2516575	PRJNA58411	HostAssociated	Urinary tract infections	0.112438309133824	0.0391014382683818	-0.0351282269672638	-0.0923444453026611	-0.121011455072681	0.0205289306112934	1.09090051986756	1.30795301355433	1.02512980375036	1.01427316634066	Host-associated	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_014228	44.15	4432510	PRJNA49133	HostAssociated	Bacteremia	0.0220103511661358	-0.00491052735395593	0.0744339149084954	0.02831864290473	-0.373113544595121	-0.360109875873729	0.843019547442645	0.821105957218165	1.05364425869952	1.05649599354013	Environmental	Host-associated	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_010634	47.53	4695619	PRJNA59153	Multiple	Gastroenteritis	0.0479304057256231	-0.0233686242332453	0.0415149059363491	0.0408170294566516	-0.428545499832976	-0.385165968218144	0.886179450961938	0.919259595586132	1.04764434103437	0.915958508999388	Host-associated	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_005945	35.38	5228663	PRJNA58091	Multiple	Anthrax	0.153603514141851	0.0494462612762058	0.49450185677483	0.252675737373612	0.0182056178305421	0.142219842888796	0.588489993701932	0.984217257756067	0.659809746360135	0.734571742733842	Host-associated	Host-associated	N	[16.6,37.5]	(4.58e+06,1.3e+07]	N
NC_014248	38.45	5354700	PRJNA49725	Multiple	NA	-0.00321682449545503	0.000164175253885303	-0.295884935284276	-0.30874432237533	-0.261799860682856	-0.252644349052246	1.13146343757898	1.1702719495645	0.904212535676028	0.895112709741476	Engineered	Host-associated	N	(37.5,47.3]	(4.58e+06,1.3e+07]	N
NC_003098	39.72	2038615	PRJNA57859	Multiple	NA	0.0997950882343946	0.00790416709327327	-0.627560258303074	-0.743069748577178	-0.3851733376522	-0.379502923426739	1.51794007175874	1.71140632604933	1.15147518999898	1.21341216165847	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_007606	51.25	4369232	PRJNA58213	HostAssociated	Dysentery	0.0102193505861841	0.000378189584213922	0.240134067210161	0.226427314792253	-0.579562496417272	-0.487375727587925	0.79306165494956	0.76619325456053	1.12904967108459	1.02974037840584	Host-associated	Host-associated	N	(47.3,60.2]	(3.13e+06,4.58e+06]	N
NC_006582	44.75	4303871	PRJNA58237	NA	NA	0.0833226187633549	0.0259157063247308	-0.185876062218488	-0.0121943101129926	-0.1187855205607	0.0312251356691998	1.13708511937254	1.09170231763993	0.691195174289392	0.638698093108293	Environmental	Environmental	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_013721	42.02	1617544	PRJNA43211	NA	NA	0.101560022350756	-0.0362680712029985	-0.168553452881369	0.000307053159539048	-0.695051646708717	-0.420589404086838	0.803272995074244	1.02952021493862	1.572760648058	1.29921273741595	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_013929	71.45	10148695	PRJNA46531	Terrestrial	Scab disease	-0.00570154305100801	0.00234774315037784	-0.349405155489058	-0.20871518066973	-0.142284893681367	-0.104848428920397	1.30250942152309	1.05934242776698	0.290319536112056	0.230791438888059	NA	NA	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_008044	60.41	3200938	PRJNA58193	Multiple	NA	0.043791985883134	-0.0176555949693647	-0.122711252100591	-0.121136588725869	-0.501788385199623	-0.363508169774673	1.01396074583671	1.08092519312931	0.890070253851982	0.665417353200434	Host-associated	Host-associated	N	(60.2,74.9]	(3.13e+06,4.58e+06]	N
NC_010554	38.9	4063606	PRJNA61599	HostAssociated	Encephalitis, urinary tract infections, surgical wound infections, pyelonephritis, pneumonia, septicemia	0.0663086265295536	-0.00620097065445169	-0.0908323818313509	-0.198826064204546	-0.365869681979825	-0.361162322915481	0.880141761528583	1.09340323425554	1.10645133305236	1.08630588191849	Host-associated	Host-associated	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_002695	50.54	5498450	PRJNA57781	HostAssociated	Hemorrhagic colitis	0.0366922078397702	-0.004117757048179	0.224133989292278	0.218234002754257	-0.510396618789378	-0.416082283816507	0.770137550600014	0.796542935405258	1.12421687509534	0.967176583451612	Host-associated	Host-associated	N	(47.3,60.2]	(4.58e+06,1.3e+07]	N
NC_004310	57.21	2107794	PRJNA57927	HostAssociated	Brucellosis, infectious abortions, fever	0.0398135430973488	-0.0216827030655628	-0.222075498985509	-0.220192559592184	-0.873659929943653	-0.471568532421732	0.978939574991431	1.05213612005026	1.32483305691682	0.809250166021784	Host-associated	Host-associated	N	(47.3,60.2]	(2.09e+06,3.13e+06]	Y
NC_006322	46.19	4222645	PRJNA58199	NA	Food poisoning	0.0672511596810102	0.0559014282507767	-0.0467694961183492	0.127505317575031	-0.247752408787879	0.211622258325406	1.10416171995028	1.08146453095154	0.842949833788094	0.6080709337324	Host-associated	Host-associated	N	(37.5,47.3]	(3.13e+06,4.58e+06]	N
NC_017040	38.48	1750832	PRJNA158037	NA	NA	0.0831671681833013	0.0158668730650155	-0.530140454467352	-0.657828443288815	-0.456703850766062	-0.502579696669593	1.27534075754807	1.47188744434407	1.24148167178875	1.41720397264633	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_017049	29.01	1109804	PRJNA158053	NA	NA	0.0686518575258522	-0.0250772483330623	0.148924118462371	0.0135607614332085	-0.250333635234431	-0.225788390353436	0.800954469810302	1.11210126911474	1.35635181433922	1.10732584232618	NA	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	Y
NC_014205	36.84	1580347	PRJNA45893	Specialized	NA	0.000368239355581128	-0.00748255174879816	-0.1515859943394	-0.214994904221923	0.113191771250025	0.106473403410566	2.2490705273979	2.43522466517727	0.655729618597711	0.588732920591575	Environmental	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_013009	41.27	879977	PRJNA58889	HostAssociated	Potomac horse fever, equine monocytic ehrlichiosis	0.0836669203030403	-0.0703394231223151	0.0399965577505376	0.0935273455714814	-0.303736050409082	-0.137338720614273	1.34973789067102	1.07596807417668	0.7888896376601	0.549328513484343	Host-associated	Host-associated	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_016050	32.35	1283087	PRJNA73963	NA	spotted fever like illness	0.0542241610366085	0.00596188791650717	0.00570832653878991	-0.0408865045198256	-0.374966445895058	-0.243846283017605	1.02158066177191	1.1744319194703	1.40879676508876	1.32768308743481	NA	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	Y
NC_008512	16.56	159662	PRJNA58773	Specialized	NA	0.0360655737704918	0.0422919508867667	0.451430298048128	0.681449257376404	-0.156094269414152	0.325730051057913	1.06134234445681	1.07790532167939	1.04307098050869	0.81152323223479	NA	NA	N	[16.6,37.5]	[1.39e+05,2.09e+06]	Y
NC_009455	47.17	1341892	PRJNA58477	NA	NA	0.00887482157264321	-0.0382277455085776	-0.176722951959931	-0.299799374571612	-0.614483766615033	-0.543741554417176	1.53891598089843	1.4374703965324	1.33732177297066	1.09891873059254	Environmental	Environmental	N	(37.5,47.3]	[1.39e+05,2.09e+06]	N
NC_010730	32.03	1838442	PRJNA58855	Specialized	NA	-0.00646080606247065	-0.0127325100358533	-0.0814794341326969	-0.112375712728863	0.122681276307482	0.0227093340205495	1.94871738501504	1.99356614199549	0.98579119558975	0.888288272619118	NA	Environmental	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
NC_013510	71.64	5639016	PRJNA41885	Specialized	NA	0.00142748066261661	-0.00231074858279628	-0.154945328723659	-0.00691225801810025	-0.256462621053477	-0.161120706730375	1.33596745046181	1.05879468010375	0.362675259135046	0.22887004766885	NA	Engineered	N	(60.2,74.9]	(4.58e+06,1.3e+07]	N
NC_002953	32.85	2799802	PRJNA57841	HostAssociated	Toxic-shock syndrome and staphylococcal scarlet fever	0.120982065122758	0.057676071424071	0.130147046279954	0.0438122787209616	-0.160799044346222	0.12558783073886	0.837964660618542	1.1678340583736	1.07936150706006	0.978664577868406	NA	Host-associated	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_012588	35.1	2608832	PRJNA58849	Specialized	NA	-0.0181537040383959	-0.0145865166834639	0.0736492394185179	-0.0362792220753795	0.0991998029454399	-0.00233391023010874	2.24395005404596	2.31584505911162	0.573831056220863	0.642824874986529	Environmental	NA	N	[16.6,37.5]	(2.09e+06,3.13e+06]	N
NC_012004	36.63	1852352	PRJNA57959	Multiple	Mastitis	0.0805351170568562	0.0232961716449306	-0.720903076343667	-0.840700819715819	-0.391793213494558	-0.259445884237273	1.62098693290386	1.78519823577431	1.12284831639441	1.1961860678894	Host-associated	Host-associated	N	[16.6,37.5]	[1.39e+05,2.09e+06]	N
